No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,year_month
789,2013,4,2,20,133.0,187.0,59.0,143.0,1399.0,68.0,13.6,1005.7,-1.2,0.0,SW,1.9,Wanliu,2013-04-02 20:00:00,2013-04
790,2013,4,2,21,131.0,188.0,55.0,141.0,1100.0,48.0,10.6,1005.6,1.1,0.0,SW,1.4,Wanliu,2013-04-02 21:00:00,2013-04
791,2013,4,2,22,136.0,187.0,58.0,160.0,1200.0,17.0,8.5,1005.5,0.9,0.0,SW,0.1,Wanliu,2013-04-02 22:00:00,2013-04
792,2013,4,2,23,146.0,214.0,47.0,163.0,1200.0,2.0,8.4,1005.3,0.6,0.0,WSW,1.4,Wanliu,2013-04-02 23:00:00,2013-04
793,2013,4,3,0,146.0,214.0,47.0,163.0,1399.0,2.0,8.4,1004.7,0.1,0.0,SW,1.0,Wanliu,2013-04-03 00:00:00,2013-04
794,2013,4,3,1,167.0,256.0,29.0,146.0,1700.0,2.0,7.6,1004.4,1.4,0.0,SW,1.0,Wanliu,2013-04-03 01:00:00,2013-04
795,2013,4,3,2,167.0,256.0,29.0,146.0,1600.0,2.0,6.6,1004.3,0.9,0.0,SW,1.3,Wanliu,2013-04-03 02:00:00,2013-04
796,2013,4,3,3,175.0,231.0,29.0,151.0,1500.0,2.0,6.5,1004.2,0.6,0.0,WSW,1.3,Wanliu,2013-04-03 03:00:00,2013-04
797,2013,4,3,4,175.0,231.0,29.0,151.0,1600.0,2.0,5.9,1004.3,1.0,0.0,SW,1.3,Wanliu,2013-04-03 04:00:00,2013-04
798,2013,4,3,5,181.0,237.0,26.0,138.0,1700.0,2.0,5.4,1004.8,0.4,0.0,WSW,1.2,Wanliu,2013-04-03 05:00:00,2013-04
799,2013,4,3,6,166.0,256.0,21.0,124.0,1800.0,2.0,6.4,1005.4,0.3,0.0,WSW,1.3,Wanliu,2013-04-03 06:00:00,2013-04
800,2013,4,3,7,162.0,262.0,26.0,118.0,2200.0,2.0,9.7,1006.1,0.3,0.0,W,2.5,Wanliu,2013-04-03 07:00:00,2013-04
801,2013,4,3,8,160.0,280.0,52.0,120.0,2299.0,2.0,12.7,1006.3,-0.2,0.0,W,2.0,Wanliu,2013-04-03 08:00:00,2013-04
802,2013,4,3,9,160.0,279.0,52.0,120.0,1800.0,17.0,15.7,1006.7,-0.5,0.0,NE,1.9,Wanliu,2013-04-03 09:00:00,2013-04
803,2013,4,3,10,135.0,233.0,50.0,95.0,1399.0,46.0,18.0,1006.8,-1.3,0.0,ENE,3.6,Wanliu,2013-04-03 10:00:00,2013-04
804,2013,4,3,11,135.0,233.0,50.0,95.0,1399.0,76.0,19.6,1006.6,2.0,0.0,ESE,1.4,Wanliu,2013-04-03 11:00:00,2013-04
805,2013,4,3,12,161.0,218.0,60.0,95.0,1200.0,98.0,19.6,1006.3,2.0,0.0,SSE,3.4,Wanliu,2013-04-03 12:00:00,2013-04
806,2013,4,3,13,187.0,263.0,72.0,105.0,2100.0,133.0,19.6,1005.9,2.4,0.0,ESE,1.3,Wanliu,2013-04-03 13:00:00,2013-04
807,2013,4,3,14,206.0,303.0,80.0,124.0,3100.0,133.0,17.9,1006.2,1.8,0.0,S,3.4,Wanliu,2013-04-03 14:00:00,2013-04
808,2013,4,3,15,232.0,396.0,91.0,101.0,3700.0,137.0,16.9,1006.5,0.9,0.0,S,4.1,Wanliu,2013-04-03 15:00:00,2013-04
809,2013,4,3,16,169.0,294.0,80.0,85.0,1800.0,129.0,15.6,1007.0,-0.6,0.0,SSE,2.9,Wanliu,2013-04-03 16:00:00,2013-04
810,2013,4,3,17,123.0,189.0,62.0,96.0,1200.0,107.0,14.0,1007.6,-0.9,0.0,SE,2.6,Wanliu,2013-04-03 17:00:00,2013-04
811,2013,4,3,18,123.0,189.0,62.0,96.0,1000.0,83.0,12.8,1008.3,-2.3,0.0,SSE,1.6,Wanliu,2013-04-03 18:00:00,2013-04
812,2013,4,3,19,78.0,119.0,27.0,99.0,800.0,82.0,11.7,1009.3,-1.1,0.0,SSW,1.1,Wanliu,2013-04-03 19:00:00,2013-04
813,2013,4,3,20,71.0,128.0,23.0,114.0,800.0,47.0,10.0,1009.9,-0.8,0.0,W,1.7,Wanliu,2013-04-03 20:00:00,2013-04
814,2013,4,3,21,71.0,120.0,20.0,128.0,1000.0,18.0,9.6,1010.4,-1.8,0.0,SSW,0.8,Wanliu,2013-04-03 21:00:00,2013-04
815,2013,4,3,22,71.0,120.0,20.0,128.0,900.0,17.0,8.9,1009.8,-2.1,0.0,SSW,0.7,Wanliu,2013-04-03 22:00:00,2013-04
816,2013,4,3,23,63.0,110.0,16.0,123.0,900.0,9.0,6.9,1010.3,-1.8,0.0,WSW,0.5,Wanliu,2013-04-03 23:00:00,2013-04
817,2013,4,4,0,63.0,110.0,16.0,123.0,800.0,6.0,7.1,1010.3,1.0,0.0,SSW,0.6,Wanliu,2013-04-04 00:00:00,2013-04
818,2013,4,4,1,48.0,48.0,25.0,65.0,1000.0,60.0,8.7,1009.9,-2.6,0.0,SE,1.4,Wanliu,2013-04-04 01:00:00,2013-04
819,2013,4,4,2,41.0,49.0,31.0,57.0,1100.0,70.0,8.7,1009.9,-2.6,0.0,S,1.4,Wanliu,2013-04-04 02:00:00,2013-04
820,2013,4,4,3,46.0,43.0,40.0,53.0,1500.0,72.0,8.5,1009.7,-2.5,0.0,S,1.4,Wanliu,2013-04-04 03:00:00,2013-04
821,2013,4,4,4,46.0,35.0,40.0,52.0,1200.0,71.0,8.0,1009.3,-3.8,0.0,SSW,1.7,Wanliu,2013-04-04 04:00:00,2013-04
822,2013,4,4,5,46.0,41.0,40.0,52.0,1300.0,70.0,8.0,1009.3,-4.2,0.0,SSW,2.4,Wanliu,2013-04-04 05:00:00,2013-04
823,2013,4,4,6,43.0,51.0,38.0,54.0,1399.0,69.0,8.2,1009.3,-3.7,0.0,SSW,1.9,Wanliu,2013-04-04 06:00:00,2013-04
824,2013,4,4,7,44.0,75.0,50.0,73.0,1700.0,47.0,8.5,1009.7,-3.7,0.0,W,1.7,Wanliu,2013-04-04 07:00:00,2013-04
825,2013,4,4,8,55.0,89.0,66.0,94.0,2000.0,29.0,9.0,1010.0,-3.6,0.0,WSW,1.8,Wanliu,2013-04-04 08:00:00,2013-04
826,2013,4,4,9,54.0,98.0,62.0,102.0,1899.0,24.0,9.4,1010.3,-3.5,0.0,WNW,1.5,Wanliu,2013-04-04 09:00:00,2013-04
827,2013,4,4,10,70.0,115.0,77.0,105.0,2100.0,24.0,9.5,1009.5,-3.8,0.0,NNE,0.7,Wanliu,2013-04-04 10:00:00,2013-04
828,2013,4,4,11,77.0,121.0,77.0,117.0,2200.0,15.0,10.2,1008.5,-3.9,0.0,NNW,1.5,Wanliu,2013-04-04 11:00:00,2013-04
829,2013,4,4,12,82.0,130.0,81.0,115.0,2299.0,20.0,10.5,1008.2,-4.0,0.0,NNW,1.1,Wanliu,2013-04-04 12:00:00,2013-04
830,2013,4,4,13,82.0,130.0,81.0,115.0,2500.0,19.0,10.7,1007.2,-3.8,0.0,N,2.7,Wanliu,2013-04-04 13:00:00,2013-04
831,2013,4,4,14,99.0,176.0,84.0,129.0,2600.0,17.0,8.3,1007.1,1.7,0.1,NNE,2.2,Wanliu,2013-04-04 14:00:00,2013-04
832,2013,4,4,15,88.0,215.0,58.0,126.0,2299.0,17.0,6.8,1007.1,3.9,0.0,NNE,2.0,Wanliu,2013-04-04 15:00:00,2013-04
833,2013,4,4,16,77.0,146.0,20.0,109.0,1899.0,22.0,6.0,1007.4,4.2,1.4,NNE,1.7,Wanliu,2013-04-04 16:00:00,2013-04
834,2013,4,4,17,84.0,116.0,7.0,114.0,2100.0,8.0,5.8,1007.8,4.0,0.7,NE,1.8,Wanliu,2013-04-04 17:00:00,2013-04
835,2013,4,4,18,84.0,116.0,7.0,114.0,2299.0,6.0,5.7,1008.5,4.2,1.3,NNE,1.9,Wanliu,2013-04-04 18:00:00,2013-04
836,2013,4,4,19,88.0,98.0,8.0,107.0,2299.0,4.0,5.6,1009.3,4.6,1.9,NE,1.2,Wanliu,2013-04-04 19:00:00,2013-04
837,2013,4,4,20,97.0,98.0,8.0,105.0,2299.0,3.0,5.6,1009.7,4.7,0.9,NE,1.3,Wanliu,2013-04-04 20:00:00,2013-04
838,2013,4,4,21,97.0,98.0,8.0,105.0,2299.0,2.0,5.7,1010.1,4.8,0.1,NE,1.7,Wanliu,2013-04-04 21:00:00,2013-04
839,2013,4,4,22,89.0,95.0,8.0,97.0,2299.0,2.0,5.8,1010.1,5.1,0.7,NE,0.0,Wanliu,2013-04-04 22:00:00,2013-04
840,2013,4,4,23,95.0,97.0,9.0,97.0,2299.0,2.0,5.9,1010.7,5.3,1.1,NE,1.7,Wanliu,2013-04-04 23:00:00,2013-04
841,2013,4,5,0,95.0,97.0,9.0,97.0,2200.0,2.0,5.9,1010.9,5.5,0.3,NE,1.2,Wanliu,2013-04-05 00:00:00,2013-04
842,2013,4,5,1,100.0,103.0,9.0,90.0,2100.0,9.0,6.1,1011.4,5.7,0.2,E,0.7,Wanliu,2013-04-05 01:00:00,2013-04
843,2013,4,5,2,122.0,102.0,8.0,68.0,2000.0,14.0,6.1,1011.5,5.7,0.4,NE,0.4,Wanliu,2013-04-05 02:00:00,2013-04
844,2013,4,5,3,122.0,93.0,9.0,68.0,1319.3535125706724,48.87361389082744,6.3,1010.9,5.9,0.8,E,0.7,Wanliu,2013-04-05 03:00:00,2013-04
845,2013,4,5,4,121.0,94.0,9.0,58.0,2000.0,48.87361389082744,6.2,1010.8,5.9,0.5,N,0.9,Wanliu,2013-04-05 04:00:00,2013-04
846,2013,4,5,5,118.0,86.0,8.0,81.0,1899.0,2.0,6.1,1010.7,5.8,0.1,NE,0.9,Wanliu,2013-04-05 05:00:00,2013-04
847,2013,4,5,6,118.0,78.0,8.0,81.0,2000.0,2.0,6.3,1010.9,6.0,0.0,ENE,1.6,Wanliu,2013-04-05 06:00:00,2013-04
848,2013,4,5,7,117.0,93.0,8.0,78.0,2100.0,2.0,6.9,1011.4,6.3,0.1,NE,1.1,Wanliu,2013-04-05 07:00:00,2013-04
849,2013,4,5,8,105.0,115.0,9.0,74.0,2100.0,2.0,8.0,1012.1,6.6,0.0,WSW,1.2,Wanliu,2013-04-05 08:00:00,2013-04
850,2013,4,5,9,137.0,115.0,19.0,71.0,2000.0,9.0,9.7,1012.4,7.1,0.0,W,0.7,Wanliu,2013-04-05 09:00:00,2013-04
851,2013,4,5,10,137.0,115.0,19.0,71.0,2100.0,11.0,12.1,1012.5,3.6,0.0,NNW,2.7,Wanliu,2013-04-05 10:00:00,2013-04
852,2013,4,5,11,142.0,47.0,48.0,74.0,1700.0,17.0,13.1,1012.5,-2.4,0.0,WNW,3.8,Wanliu,2013-04-05 11:00:00,2013-04
853,2013,4,5,12,45.0,45.0,42.0,48.0,700.0,48.0,13.0,1012.3,-3.8,0.0,WNW,3.5,Wanliu,2013-04-05 12:00:00,2013-04
854,2013,4,5,13,45.0,6.0,42.0,48.0,400.0,64.0,13.4,1011.7,-4.8,0.0,NW,4.2,Wanliu,2013-04-05 13:00:00,2013-04
855,2013,4,5,14,3.0,6.0,3.0,30.0,400.0,74.0,12.4,1012.1,-3.4,0.0,N,5.5,Wanliu,2013-04-05 14:00:00,2013-04
856,2013,4,5,15,3.0,6.0,3.0,30.0,300.0,74.0,11.0,1012.9,-2.1,0.0,N,4.3,Wanliu,2013-04-05 15:00:00,2013-04
857,2013,4,5,16,21.0,50.0,16.0,43.0,300.0,68.0,10.7,1013.3,-3.8,0.0,NNW,4.0,Wanliu,2013-04-05 16:00:00,2013-04
858,2013,4,5,17,21.0,50.0,16.0,43.0,300.0,70.0,10.0,1014.1,-6.0,0.0,NNE,3.2,Wanliu,2013-04-05 17:00:00,2013-04
859,2013,4,5,18,3.0,6.0,11.0,43.0,300.0,73.0,8.8,1015.7,-7.0,0.0,N,4.0,Wanliu,2013-04-05 18:00:00,2013-04
860,2013,4,5,19,19.0,19.0,4.0,37.0,300.0,78.0,7.7,1017.3,-8.8,0.0,N,4.0,Wanliu,2013-04-05 19:00:00,2013-04
861,2013,4,5,20,16.0,16.0,3.0,32.0,300.0,83.0,7.3,1017.9,-8.7,0.0,N,4.1,Wanliu,2013-04-05 20:00:00,2013-04
862,2013,4,5,21,16.0,16.0,3.0,32.0,300.0,84.0,6.5,1017.8,-9.0,0.0,NNE,2.4,Wanliu,2013-04-05 21:00:00,2013-04
863,2013,4,5,22,19.0,19.0,3.0,28.0,300.0,80.0,5.9,1018.1,-8.8,0.0,NE,2.0,Wanliu,2013-04-05 22:00:00,2013-04
864,2013,4,5,23,19.0,8.0,3.0,28.0,300.0,70.0,5.0,1017.6,-7.8,0.0,NNE,1.6,Wanliu,2013-04-05 23:00:00,2013-04
865,2013,4,6,0,7.0,8.0,3.0,34.0,400.0,58.0,4.9,1016.9,-7.9,0.0,NE,2.1,Wanliu,2013-04-06 00:00:00,2013-04
866,2013,4,6,1,7.0,8.0,3.0,40.0,400.0,52.0,2.3,1016.4,-3.0,0.0,WNW,0.6,Wanliu,2013-04-06 01:00:00,2013-04
867,2013,4,6,2,6.0,9.0,3.0,45.0,400.0,29.0,3.4,1015.7,-7.4,0.0,NNE,1.3,Wanliu,2013-04-06 02:00:00,2013-04
868,2013,4,6,3,12.0,40.0,3.0,58.0,500.0,2.0,0.6,1015.0,-5.9,0.0,W,0.7,Wanliu,2013-04-06 03:00:00,2013-04
869,2013,4,6,4,13.0,35.0,3.0,85.0,700.0,2.0,-0.8,1014.9,-4.7,0.0,SSE,0.5,Wanliu,2013-04-06 04:00:00,2013-04
870,2013,4,6,5,14.0,24.0,3.0,88.0,600.0,7.0,-1.3,1014.9,-4.3,0.0,W,0.4,Wanliu,2013-04-06 05:00:00,2013-04
871,2013,4,6,6,9.0,9.0,3.0,77.0,600.0,6.0,0.8,1015.0,-2.1,0.0,WSW,0.6,Wanliu,2013-04-06 06:00:00,2013-04
872,2013,4,6,7,16.0,56.0,3.0,71.0,800.0,2.0,6.3,1014.9,-6.3,0.0,NE,1.5,Wanliu,2013-04-06 07:00:00,2013-04
873,2013,4,6,8,19.0,45.0,5.0,77.0,700.0,14.0,8.5,1014.7,-8.6,0.0,NNE,2.3,Wanliu,2013-04-06 08:00:00,2013-04
874,2013,4,6,9,19.0,19.0,19.0,68.0,600.0,41.0,9.8,1014.3,-7.0,0.0,NW,1.5,Wanliu,2013-04-06 09:00:00,2013-04
875,2013,4,6,10,22.0,8.0,20.0,52.0,400.0,67.0,10.8,1013.4,-10.1,0.0,NNW,4.2,Wanliu,2013-04-06 10:00:00,2013-04
876,2013,4,6,11,14.0,6.0,17.0,37.0,400.0,84.0,11.3,1012.1,-7.1,0.0,W,1.6,Wanliu,2013-04-06 11:00:00,2013-04
877,2013,4,6,12,3.0,6.0,14.0,34.0,400.0,86.0,12.6,1010.6,-5.0,0.0,W,2.5,Wanliu,2013-04-06 12:00:00,2013-04
878,2013,4,6,13,3.0,13.0,14.0,39.0,500.0,85.0,14.4,1009.4,-9.7,0.0,NW,2.3,Wanliu,2013-04-06 13:00:00,2013-04
879,2013,4,6,14,3.0,6.0,17.0,48.0,900.0,86.0,14.9,1008.4,-10.7,0.0,NNW,2.6,Wanliu,2013-04-06 14:00:00,2013-04
880,2013,4,6,15,3.0,6.0,19.0,60.0,1200.0,88.0,15.1,1006.9,-10.6,0.0,WNW,1.6,Wanliu,2013-04-06 15:00:00,2013-04
881,2013,4,6,16,3.0,10.0,18.0,70.0,1399.0,92.0,15.2,1006.1,-9.7,0.0,NNE,1.3,Wanliu,2013-04-06 16:00:00,2013-04
882,2013,4,6,17,3.0,6.0,14.0,76.0,1500.0,91.0,14.7,1005.6,-2.3,0.0,SW,1.2,Wanliu,2013-04-06 17:00:00,2013-04
883,2013,4,6,18,3.0,9.0,13.0,82.0,1300.0,88.0,12.4,1005.7,-8.2,0.0,SW,2.8,Wanliu,2013-04-06 18:00:00,2013-04
884,2013,4,6,19,3.0,12.0,9.0,82.0,1100.0,66.0,11.7,1005.8,-7.7,0.0,SW,3.7,Wanliu,2013-04-06 19:00:00,2013-04
885,2013,4,6,20,20.0,56.0,5.0,107.0,700.0,50.0,10.6,1006.2,-6.7,0.0,SW,2.5,Wanliu,2013-04-06 20:00:00,2013-04
886,2013,4,6,21,36.0,97.0,7.0,101.0,600.0,45.0,9.8,1006.0,-7.0,0.0,SSW,2.6,Wanliu,2013-04-06 21:00:00,2013-04
887,2013,4,6,22,36.0,97.0,7.0,105.0,600.0,32.0,9.2,1005.7,-6.7,0.0,SSW,1.9,Wanliu,2013-04-06 22:00:00,2013-04
888,2013,4,6,23,41.0,84.0,13.0,105.0,600.0,27.0,8.2,1005.5,-6.0,0.0,SW,2.5,Wanliu,2013-04-06 23:00:00,2013-04
889,2013,4,7,0,49.0,96.0,16.0,102.0,600.0,23.0,6.6,1005.2,-2.8,0.0,SW,1.4,Wanliu,2013-04-07 00:00:00,2013-04
890,2013,4,7,1,58.0,112.0,21.0,97.0,700.0,17.0,4.0,1004.4,-2.4,0.0,WSW,1.0,Wanliu,2013-04-07 01:00:00,2013-04
891,2013,4,7,2,63.0,120.0,26.0,95.0,1319.3535125706724,48.87361389082744,2.9,1004.1,-1.8,0.0,W,0.6,Wanliu,2013-04-07 02:00:00,2013-04
892,2013,4,7,3,73.0,113.0,25.0,96.0,700.0,9.0,2.0,1004.0,-0.6,0.0,W,0.1,Wanliu,2013-04-07 03:00:00,2013-04
893,2013,4,7,4,73.0,113.0,25.0,96.0,900.0,2.0,2.7,1004.3,-2.2,0.0,ENE,1.5,Wanliu,2013-04-07 04:00:00,2013-04
894,2013,4,7,5,67.0,157.0,13.0,97.0,1100.0,2.0,3.0,1004.9,-1.7,0.0,NE,1.4,Wanliu,2013-04-07 05:00:00,2013-04
895,2013,4,7,6,61.0,171.0,11.0,89.0,2000.0,2.0,3.1,1005.1,-1.7,0.0,NE,2.2,Wanliu,2013-04-07 06:00:00,2013-04
896,2013,4,7,7,80.0,124.0,15.0,94.0,3000.0,2.0,4.8,1005.4,-1.9,0.0,NE,1.9,Wanliu,2013-04-07 07:00:00,2013-04
897,2013,4,7,8,93.0,95.0,19.0,89.0,2100.0,9.0,6.3,1005.2,-1.1,0.0,ENE,2.5,Wanliu,2013-04-07 08:00:00,2013-04
898,2013,4,7,9,76.0,95.0,34.0,76.0,1899.0,18.0,7.5,1004.6,-1.7,0.0,ENE,1.8,Wanliu,2013-04-07 09:00:00,2013-04
899,2013,4,7,10,74.0,96.0,50.0,76.0,1899.0,25.0,9.3,1003.8,-1.2,0.0,ESE,1.7,Wanliu,2013-04-07 10:00:00,2013-04
900,2013,4,7,11,86.0,117.0,56.0,78.0,1700.0,40.0,10.9,1002.7,-0.9,0.0,E,1.1,Wanliu,2013-04-07 11:00:00,2013-04
901,2013,4,7,12,90.0,117.0,54.0,68.0,1399.0,48.0,12.7,1001.3,0.1,0.0,E,2.0,Wanliu,2013-04-07 12:00:00,2013-04
902,2013,4,7,13,92.0,129.0,55.0,69.0,1300.0,59.0,13.6,999.7,0.2,0.0,SSW,1.4,Wanliu,2013-04-07 13:00:00,2013-04
903,2013,4,7,14,106.0,129.0,56.0,73.0,1100.0,71.0,15.1,998.5,-3.3,0.0,WSW,2.2,Wanliu,2013-04-07 14:00:00,2013-04
904,2013,4,7,15,87.0,111.0,66.0,71.0,1399.0,80.0,15.3,997.9,-2.7,0.0,W,0.8,Wanliu,2013-04-07 15:00:00,2013-04
905,2013,4,7,16,128.0,150.0,75.0,75.0,1300.0,82.0,14.9,996.9,-2.5,0.0,SW,2.5,Wanliu,2013-04-07 16:00:00,2013-04
906,2013,4,7,17,121.0,135.0,70.0,81.0,1100.0,71.0,13.3,997.7,1.9,0.0,SSE,1.7,Wanliu,2013-04-07 17:00:00,2013-04
907,2013,4,7,18,109.0,234.0,60.0,94.0,1100.0,49.0,12.2,1000.0,0.6,0.0,NE,2.8,Wanliu,2013-04-07 18:00:00,2013-04
908,2013,4,7,19,84.0,152.0,48.0,89.0,1000.0,43.0,12.0,1001.2,0.4,0.0,NE,1.8,Wanliu,2013-04-07 19:00:00,2013-04
909,2013,4,7,20,93.0,138.0,52.0,79.0,1000.0,47.0,11.8,1002.8,1.1,0.0,NNW,4.0,Wanliu,2013-04-07 20:00:00,2013-04
910,2013,4,7,21,97.0,183.0,52.0,94.0,1000.0,28.0,10.5,1003.1,3.3,0.0,NE,2.7,Wanliu,2013-04-07 21:00:00,2013-04
911,2013,4,7,22,91.0,194.0,29.0,53.0,800.0,51.0,9.5,1002.5,3.2,0.0,NE,0.0,Wanliu,2013-04-07 22:00:00,2013-04
912,2013,4,7,23,91.0,194.0,29.0,53.0,800.0,32.0,8.3,1002.2,3.1,0.0,NE,1.0,Wanliu,2013-04-07 23:00:00,2013-04
913,2013,4,8,0,76.0,86.0,17.0,60.0,900.0,13.0,6.3,1002.2,3.6,0.0,NNW,1.1,Wanliu,2013-04-08 00:00:00,2013-04
914,2013,4,8,1,75.0,80.0,15.0,74.0,1000.0,2.0,5.2,1003.0,3.7,0.0,SW,1.1,Wanliu,2013-04-08 01:00:00,2013-04
915,2013,4,8,2,75.0,97.0,11.0,87.0,900.0,2.0,9.5,1004.2,-11.2,0.0,WNW,3.3,Wanliu,2013-04-08 02:00:00,2013-04
916,2013,4,8,3,61.0,76.0,11.0,84.0,700.0,28.0,8.8,1003.6,-13.6,0.0,NNW,4.5,Wanliu,2013-04-08 03:00:00,2013-04
917,2013,4,8,4,49.0,152.0,10.0,56.0,300.0,87.0,7.5,1004.6,-15.4,0.0,N,2.2,Wanliu,2013-04-08 04:00:00,2013-04
918,2013,4,8,5,27.0,153.0,9.0,8.0,300.0,87.0,7.3,1005.5,-16.9,0.0,NNW,4.5,Wanliu,2013-04-08 05:00:00,2013-04
919,2013,4,8,6,24.0,119.0,8.0,9.0,300.0,88.0,7.1,1006.5,-17.1,0.0,NNW,4.1,Wanliu,2013-04-08 06:00:00,2013-04
920,2013,4,8,7,21.0,82.0,6.0,9.0,400.0,85.0,7.9,1007.3,-13.1,0.0,NW,3.9,Wanliu,2013-04-08 07:00:00,2013-04
921,2013,4,8,8,11.0,133.0,8.0,17.0,400.0,81.0,8.8,1007.4,-11.2,0.0,WNW,5.6,Wanliu,2013-04-08 08:00:00,2013-04
922,2013,4,8,9,10.0,133.0,7.0,17.0,300.0,85.0,10.1,1007.6,-9.6,0.0,WNW,5.6,Wanliu,2013-04-08 09:00:00,2013-04
923,2013,4,8,10,12.0,100.0,6.0,14.0,300.0,86.0,10.3,1007.5,-12.4,0.0,NNW,6.1,Wanliu,2013-04-08 10:00:00,2013-04
924,2013,4,8,11,8.0,71.0,6.0,16.0,400.0,87.0,11.4,1006.8,-12.1,0.0,NNW,5.0,Wanliu,2013-04-08 11:00:00,2013-04
925,2013,4,8,12,9.0,72.0,6.0,13.0,300.0,93.0,11.7,1006.8,-11.2,0.0,NW,7.6,Wanliu,2013-04-08 12:00:00,2013-04
926,2013,4,8,13,8.0,71.0,6.0,12.0,300.0,94.0,12.3,1006.9,-10.1,0.0,NW,7.0,Wanliu,2013-04-08 13:00:00,2013-04
927,2013,4,8,14,8.0,95.0,5.0,10.0,300.0,92.0,12.2,1006.8,-10.8,0.0,NW,4.3,Wanliu,2013-04-08 14:00:00,2013-04
928,2013,4,8,15,13.0,107.0,4.0,11.0,1319.3535125706724,89.0,10.1,1007.5,-10.1,0.0,NNW,7.4,Wanliu,2013-04-08 15:00:00,2013-04
929,2013,4,8,16,18.0,228.0,18.376480570616717,10.0,1319.3535125706724,87.0,10.8,1007.9,-11.3,0.0,NNW,3.5,Wanliu,2013-04-08 16:00:00,2013-04
930,2013,4,8,17,18.0,227.0,18.376480570616717,9.0,200.0,80.0,9.8,1008.4,-12.8,0.0,NNW,5.4,Wanliu,2013-04-08 17:00:00,2013-04
931,2013,4,8,18,26.0,186.0,21.0,18.0,1319.3535125706724,78.0,9.2,1009.3,-12.6,0.0,NW,5.0,Wanliu,2013-04-08 18:00:00,2013-04
932,2013,4,8,19,12.0,186.0,21.0,28.0,300.0,76.0,8.7,1010.3,-12.5,0.0,NNW,6.1,Wanliu,2013-04-08 19:00:00,2013-04
933,2013,4,8,20,15.0,173.0,22.0,36.0,300.0,78.0,8.4,1010.9,-11.6,0.0,NW,5.8,Wanliu,2013-04-08 20:00:00,2013-04
934,2013,4,8,21,12.0,116.0,25.0,39.0,200.0,78.0,8.1,1010.9,-11.8,0.0,NNW,4.5,Wanliu,2013-04-08 21:00:00,2013-04
935,2013,4,8,22,7.0,115.0,27.0,38.0,200.0,80.0,7.7,1010.6,-11.1,0.0,NNW,4.7,Wanliu,2013-04-08 22:00:00,2013-04
936,2013,4,8,23,10.0,83.0,26.0,37.0,200.0,82.0,7.3,1010.2,-10.5,0.0,NNW,5.1,Wanliu,2013-04-08 23:00:00,2013-04
937,2013,4,9,0,5.0,84.0,27.0,34.0,200.0,80.0,6.6,1010.4,-9.4,0.0,NW,4.1,Wanliu,2013-04-09 00:00:00,2013-04
938,2013,4,9,1,11.0,79.0,30.0,33.0,200.0,81.0,6.2,1010.5,-8.2,0.0,NW,2.9,Wanliu,2013-04-09 01:00:00,2013-04
939,2013,4,9,2,10.0,60.0,31.0,30.0,100.0,82.0,6.0,1010.8,-9.5,0.0,NNW,4.2,Wanliu,2013-04-09 02:00:00,2013-04
940,2013,4,9,3,11.0,47.0,10.0,28.0,1319.3535125706724,48.87361389082744,6.2,1011.4,-9.7,0.0,N,4.8,Wanliu,2013-04-09 03:00:00,2013-04
941,2013,4,9,4,7.0,29.0,10.0,22.0,300.0,48.87361389082744,6.0,1012.3,-10.3,0.0,NNW,5.4,Wanliu,2013-04-09 04:00:00,2013-04
942,2013,4,9,5,9.0,21.0,11.0,25.0,300.0,79.0,5.1,1013.3,-9.9,0.0,NW,1.3,Wanliu,2013-04-09 05:00:00,2013-04
943,2013,4,9,6,10.0,16.0,11.0,25.0,300.0,72.0,6.1,1013.7,-10.2,0.0,NNW,6.0,Wanliu,2013-04-09 06:00:00,2013-04
944,2013,4,9,7,9.0,24.0,10.0,34.0,300.0,67.0,7.0,1013.9,-9.0,0.0,NNW,3.7,Wanliu,2013-04-09 07:00:00,2013-04
945,2013,4,9,8,10.0,26.0,11.0,46.0,300.0,72.0,7.5,1015.1,-9.9,0.0,NNW,6.2,Wanliu,2013-04-09 08:00:00,2013-04
946,2013,4,9,9,5.0,26.0,10.0,44.0,300.0,79.0,8.5,1015.7,-9.5,0.0,NW,5.2,Wanliu,2013-04-09 09:00:00,2013-04
947,2013,4,9,10,11.0,30.0,9.0,37.0,300.0,80.0,9.5,1015.9,-8.6,0.0,NW,5.2,Wanliu,2013-04-09 10:00:00,2013-04
948,2013,4,9,11,12.0,24.0,10.0,33.0,300.0,81.0,11.0,1015.4,-7.3,0.0,WNW,3.8,Wanliu,2013-04-09 11:00:00,2013-04
949,2013,4,9,12,12.0,24.0,10.0,33.0,1319.3535125706724,86.3226,11.4,1015.1,-9.6,0.0,NNW,3.9,Wanliu,2013-04-09 12:00:00,2013-04
950,2013,4,9,13,14.0,20.0,9.0,36.0,300.0,90.0,11.5,1015.1,-9.0,0.0,N,5.0,Wanliu,2013-04-09 13:00:00,2013-04
951,2013,4,9,14,11.0,23.0,9.0,36.0,200.0,91.0,11.3,1015.0,-8.1,0.0,NNE,4.5,Wanliu,2013-04-09 14:00:00,2013-04
952,2013,4,9,15,8.0,30.0,9.0,35.0,200.0,87.0,11.3,1014.4,-8.6,0.0,NNE,3.7,Wanliu,2013-04-09 15:00:00,2013-04
